recipe_code,name_en,step_order,instruction_en,instruction_vi
imam-bayildi-with-bbq-lamb--tzatziki,Imam bayildi with BBQ lamb & tzatziki,2,"Fry the onion in a little oil until soft, add the garlic and cinnamon and fry for 1 min. Once the aubergines are cool enough to handle, scoop out the centres. Roughly chop the flesh and add it to the onions. Halve the tomatoes, scoop the seeds and juice into a sieve set over a bowl, then chop the flesh. Add the chopped tomatoes to the pan and cook everything for 10 mins until nice and soft. Add a little more oil if you need to. Stir in the parsley, leaving a little for scattering at the end.","Phi hành tây với một chút dầu cho mềm, thêm tỏi và quế vào phi trong 1 phút. Khi cà tím đã nguội vừa đủ để cầm, múc bỏ phần ruột. Băm nhỏ phần thịt và thêm vào hành tây. Cắt đôi cà chua, múc hạt và nước vào rây đặt trên tô, sau đó thái nhỏ phần thịt. Thêm cà chua đã thái nhỏ vào chảo và nấu tất cả trong 10 phút cho mềm. Thêm một chút dầu nếu cần. Trộn mùi tây vào, để lại một ít để rắc lên trên khi hoàn thành."
imam-bayildi-with-bbq-lamb--tzatziki,Imam bayildi with BBQ lamb & tzatziki,3,"Lay the aubergine halves in a baking dish and divide the tomato mixture between them. Pour over the juice from the tomatoes, drizzle with more olive oil and bake for 30 mins until the aubergines have collapsed.","Xếp cà tím đã cắt đôi vào khay nướng, chia đều hỗn hợp cà chua lên trên. Rưới nước ép cà chua lên, rưới thêm dầu ô liu và nướng trong 30 phút cho đến khi cà tím mềm nhũn."
imam-bayildi-with-bbq-lamb--tzatziki,Imam bayildi with BBQ lamb & tzatziki,4,"Meanwhile, mix the tzatziki ingredients together and put in a small serving bowl.","Trong lúc đó, trộn các nguyên liệu làm tzatziki lại với nhau và cho vào tô nhỏ để phục vụ."
imam-bayildi-with-bbq-lamb--tzatziki,Imam bayildi with BBQ lamb & tzatziki,5,"Season the lamb with salt, black pepper and a pinch of paprika. Griddle, grill or barbecue for 3 mins on each side or until the fat is nicely browned, then put in a serving dish and squeeze over the lemon halves. Scatter the aubergines with parsley, then serve with the lamb and tzatziki.","Nêm thịt cừu với muối, tiêu đen và một nhúm ớt bột. Nướng vỉ, nướng than hoặc nướng BBQ trong 3 phút mỗi mặt hoặc cho đến khi mỡ có màu nâu đẹp, sau đó cho vào đĩa phục vụ và vắt nửa quả chanh lên trên. Rắc ngò tây lên cà tím, sau đó dùng kèm với thịt cừu và sốt tzatziki."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,1,"Wash the wild garlic leaves well in a colander, then pour over boiling water from the kettle until just wilted. Immediately rinse under cold running water, then squeeze out the excess water and finely chop.","Rửa sạch lá tỏi gấu trong rổ, sau đó rót nước sôi từ ấm lên cho đến khi lá vừa héo. Ngay lập tức xả lại dưới vòi nước lạnh, sau đó vắt bỏ nước thừa và thái nhỏ."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,2,"Warm the milk in a pan over a low heat until just steaming. Heat the oil or butter in a second pan and, once warm or melted, stir in the flour for a couple of minutes until it starts to brown a little. Gradually add the warm milk, a little at a time, until you have a thick, silky sauce. Bubble for a minute or two, stirring to make sure all the flour has cooked out. Season.","Làm ấm sữa trong nồi trên lửa nhỏ cho đến khi vừa bốc hơi. Đun nóng dầu hoặc bơ trong một cái nồi thứ hai và, khi ấm hoặc tan chảy, khuấy bột mì vào trong vài phút cho đến khi bắt đầu hơi ngả màu nâu. Từ từ thêm sữa ấm vào, từng chút một, cho đến khi bạn có được một loại nước sốt đặc và mượt. Đun sôi trong một hoặc hai phút, khuấy đều để đảm bảo tất cả bột mì đã chín. Nêm nếm gia vị."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,3,"Add the manchego, jamón and wild garlic to the pan, and beat to combine. Tip out onto a lightly oiled baking tray or plate, spread out then cover and chill for at least 1 hr. Will keep chilled for up to 24 hrs.","Cho phô mai manchego, thịt heo muối jamón và tỏi dại vào chảo, rồi đánh đều. Đổ ra khay nướng hoặc đĩa đã phết một lớp dầu mỏng, trải đều, sau đó đậy lại và ướp lạnh ít nhất 1 giờ. Có thể giữ lạnh tối đa 24 giờ."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,4,Lightly oil your hands and shape the mixture into 18-20 even-sized balls. Arrange on a baking tray and freeze for 30 mins to firm up.,"Thoa một ít dầu ăn lên tay, viên hỗn hợp thành 18-20 viên tròn đều nhau. Xếp lên khay nướng và cho vào tủ đông 30 phút để hỗn hợp cứng lại."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,5,"Beat the egg in a shallow dish with a little seasoning. Tip the panko into a second dish. Dip each of the croquetas in the egg, then turn to coat in the breadcrumbs. At this point, the raw croquetas can be frozen for up to three months. Pour the oil into a large, deep pan ensuring it is no more than a third full and heat to 170C, or until a cube of bread browns lightly in 30 seconds. Fry the croquetas in batches for 2-3 mins until deeply golden. To cook from frozen, fry at 160C for a few minutes longer until they’re piping hot inside. Remove to a sheet of kitchen paper using a slotted spoon and leave to drain. Serve warm with a glass of sherry.","Đánh trứng trong một đĩa nông với một chút gia vị. Đổ bột panko vào đĩa thứ hai. Nhúng từng viên croqueta vào trứng, sau đó lăn qua lớp vụn bánh mì cho phủ đều. Ở bước này, croquetas sống có thể được đông lạnh tối đa ba tháng. Đổ dầu vào chảo sâu lòng, lớn, đảm bảo dầu không quá một phần ba chảo và đun nóng đến 170°C, hoặc cho đến khi một khối bánh mì chuyển màu nâu nhẹ trong 30 giây. Chiên croquetas theo từng mẻ trong 2-3 phút cho đến khi vàng nâu đậm. Để chiên từ trạng thái đông lạnh, chiên ở 160°C lâu hơn một vài phút cho đến khi nóng hổi bên trong. Vớt ra bằng muỗng thủng và để ráo trên giấy thấm dầu. Dùng nóng với một ly rượu sherry."
shrimp-chow-fun,Shrimp Chow Fun,1,#NAME?,#NAME?
shrimp-chow-fun,Shrimp Chow Fun,2,"- BOIL THE RICE NOODLES
Boil the noodles for 10-15 minutes and then rinse with cold water to stop the cooking process of the noodles.",- LUỘC BÚN Luộc bún trong 10-15 phút rồi xả lại bằng nước lạnh để bún ngưng chín.
shrimp-chow-fun,Shrimp Chow Fun,3,"-MARINATING THE SHRIMP
In a bowl add the shrimp, egg, 1 pinch of white pepper, 1 Teaspoon of sesame seed oil, 1 Tablespoon corn starch and 1 tablespoon of oil
Mix together well","-ƯỚP TÔM
Trong tô cho tôm, trứng, 1 nhúm tiêu trắng, 1 muỗng cà phê dầu mè, 1 muỗng canh bột bắp và 1 muỗng canh dầu ăn. Trộn đều."
shrimp-chow-fun,Shrimp Chow Fun,4,"- STIR FRY
In a wok add 2 Tablespoons of oil, shrimp and stir fry them until it is golden brown
Set the shrimp aside
Add 1 Tablespoon of oil to the work and then add minced garlic, ginger and all of the vegetables.
Add the noodles to the wok
Next add sherry cooking wine, oyster sauce, sugar, vinegar, sesame seed oil, 1 pinch white pepper, and soy sauce
Add back in the shrimp
To thicken the sauce, whisk together 1 Tablespoon of corn starch and 2 Tablespoon of water in a bowl and slowly add to your stir-fry until it's the right thickness.","- XÀO
    Cho 2 muỗng canh dầu ăn vào chảo, cho tôm vào xào đến khi vàng nâu.
    Gắp tôm ra để riêng.
    Cho 1 muỗng canh dầu ăn vào chảo, sau đó cho tỏi băm, gừng và tất cả các loại rau củ vào.
    Cho mì vào chảo.
    Tiếp theo, cho rượu nấu sherry, dầu hào, đường, giấm, dầu mè, 1 nhúm tiêu trắng và nước tương vào.
    Cho tôm đã xào trở lại.
    Để làm sốt sánh lại, hòa 1 muỗng canh bột năng và 2 muỗng canh nước vào chén rồi từ từ cho vào chảo xào cho đến khi sốt đạt độ sánh mong muốn."
lamb-and-potato-pie,Lamb and Potato pie,1,Dust the meat with flour to lightly coat.,Rắc bột lên thịt một lớp mỏng.
lamb-and-potato-pie,Lamb and Potato pie,2,"Heat enough vegetable oil in a large saucepan to fill the base, and fry the onion and meat until lightly browned. Season with salt and pepper.","Đun nóng dầu ăn (dầu thực vật) vừa đủ trong nồi lớn, để dầu ngập đáy nồi, rồi cho hành tây và thịt vào chiên/xào cho đến khi hơi ngả vàng. Nêm muối và tiêu."
lamb-and-potato-pie,Lamb and Potato pie,3,"Add the carrots, stock and more seasoning to taste.","Cho cà rốt, nước dùng và nêm thêm gia vị vừa ăn."
lamb-and-potato-pie,Lamb and Potato pie,4,"Bring to the boil, cover and reduce the heat to a simmer. Simmer for at least an hour or until the meat is tender. Take your time cooking the meat, the longer you leave it to cook, the better the flavour will be.","Đun sôi, đậy nắp và giảm lửa xuống mức liu riu. Nấu liu riu ít nhất một giờ hoặc cho đến khi thịt mềm. Cứ từ từ nấu thịt, bạn nấu càng lâu thì hương vị sẽ càng ngon."
lamb-and-potato-pie,Lamb and Potato pie,5,Preheat the oven to 180C/350F/Gas 4.,Làm nóng lò nướng trước ở 180C/350F/Gas 4.
lamb-and-potato-pie,Lamb and Potato pie,6,Add the drained potato cubes to the lamb.,Thêm khoai tây đã cắt hạt lựu và để ráo nước vào thịt cừu.
lamb-and-potato-pie,Lamb and Potato pie,7,Turn the mixture into a pie dish or casserole and cover with the shortcrust pastry. Make three slits in the top of the pastry to release any steam while cooking.,Đổ hỗn hợp vào đĩa nướng bánh hoặc nồi hầm rồi phủ lớp vỏ bánh ngọt lên trên. Rạch ba đường trên mặt bánh để hơi thoát ra trong khi nướng.
lamb-and-potato-pie,Lamb and Potato pie,8,"Brush with beaten egg and bake for about 40 minutes, until the pastry is golden brown.","Phết trứng đánh tan lên và nướng khoảng 40 phút, cho đến khi bánh có màu vàng nâu."
algerian-flafla-bell-pepper-salad,Algerian Flafla (Bell Pepper Salad),1,"Preheat an oven to 450 degrees F (230 degrees C). Place the whole peppers on aluminum foil. Bake until the skin is spotted black and the peppers are soft, 30 to 45 minutes, turning the peppers once if necessary.","Làm nóng lò nướng ở 450 độ F (230 độ C). Đặt cả quả ớt lên giấy bạc. Nướng cho đến khi vỏ ớt xuất hiện các đốm đen và ớt mềm, khoảng 30 đến 45 phút, trở ớt một lần nếu cần."
algerian-flafla-bell-pepper-salad,Algerian Flafla (Bell Pepper Salad),2,Remove peppers from the oven and set aside to cool for 10 minutes. Peel off the skin and remove the stem and seeds. Chop the roasted peppers into half-inch pieces.,"Lấy ớt ra khỏi lò, để nguội 10 phút. Bóc vỏ, bỏ cuống và hạt. Cắt ớt nướng thành miếng nửa inch."
algerian-flafla-bell-pepper-salad,Algerian Flafla (Bell Pepper Salad),3,"Heat the olive oil in a skillet over medium heat. Stir in the onion and cook, stirring frequently, until the onion has softened and turned translucent, about 5 minutes. Add the garlic, salt, and pepper; stir in the chopped peppers and tomato. Cook over medium heat, stirring occasionally, until the tomato is soft and the mixture is well incorporated, about 5 minutes.","Đun nóng dầu ô liu trong chảo trên lửa vừa. Cho hành tây vào xào, đảo thường xuyên, cho đến khi hành mềm và chuyển màu trong, khoảng 5 phút. Thêm tỏi, muối và tiêu; cho ớt chuông và cà chua đã thái hạt lựu vào. Nấu trên lửa vừa, thỉnh thoảng khuấy, cho đến khi cà chua mềm và hỗn hợp hòa quyện, khoảng 5 phút."
teriyaki-chicken-casserole,Teriyaki Chicken Casserole,1,Preheat oven to 350° F. Spray a 9x13-inch baking pan with non-stick spray.,Làm nóng lò nướng ở 350° F. Xịt khuôn nướng 9x13 inch bằng bình xịt chống dính.
teriyaki-chicken-casserole,Teriyaki Chicken Casserole,2,"Combine soy sauce, ½ cup water, brown sugar, ginger and garlic in a small saucepan and cover. Bring to a boil over medium heat. Remove lid and cook for one minute once boiling.","Kết hợp nước tương, ½ chén nước, đường nâu, gừng và tỏi trong một nồi nhỏ và đậy nắp. Đun sôi trên lửa vừa. Bỏ nắp và nấu thêm một phút sau khi sôi."
teriyaki-chicken-casserole,Teriyaki Chicken Casserole,3,"Meanwhile, stir together the corn starch and 2 tablespoons of water in a separate dish until smooth. Once sauce is boiling, add mixture to the saucepan and stir to combine. Cook until the sauce starts to thicken then remove from heat.","Trong lúc đó, khuấy đều tinh bột bắp và 2 muỗng canh nước trong một chén riêng cho đến khi hỗn hợp mịn. Khi nước sốt đã sôi, thêm hỗn hợp này vào nồi và khuấy đều. Nấu cho đến khi nước sốt bắt đầu sánh lại thì nhắc ra khỏi bếp."
